person_id;studycode;choice;purpose;av_bf;av_v;av_cp;av_cs;av_pt;c_cp;c_cs;c_pt;tt_bf;tt_v;tt_cp;tt_cs;tt_pt;acc_cp;acc_cs;acc_pt;r_cp;s_pt;tr_pt;cost;time;acc;risk;trns;freq;distance;count
024P;pretest;2;3;0;1;1;1;1;2;7.3;3.6;-97;14;12;11;11;3;3;16;20;3;1;0;0;0;1;1;0;3.33;8
024P;pretest;3;3;0;1;1;1;1;2;7.3;3.6;-97;14;10;8;8;3;3;13;10;3;0;0;0;0;1;1;0;3.33;8
024P;pretest;2;3;0;1;1;1;1;3.5;4.2;2.1;-97;14;8;8;8;3;3;16;5;4;1;0;0;0;1;1;0;3.33;8
024P;pretest;3;3;0;1;1;1;1;2.8;5.7;3.6;-97;14;10;9;8;3;3;10;5;4;1;0;0;0;1;1;0;3.33;8
024P;pretest;5;3;0;1;1;1;1;3.5;5.7;2.1;-97;14;8;9;11;3;3;16;10;3;0;0;0;0;1;1;0;3.33;8
024P;pretest;2;3;0;1;1;1;1;2;4.2;2.9;-97;14;12;11;8;3;3;13;10;3;1;0;0;0;1;1;0;3.33;8
025P;wave2;3;1;0;0;1;1;1;5;16.7;8.7;-97;-97;44;41;40;4;4;8;5;40;0;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;5;21.3;6.8;-97;-97;55;41;50;7;7;7;20;40;0;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;6.4;12.2;8.7;-97;-97;55;41;40;7;7;8;10;30;1;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;3.7;12.2;5;-97;-97;55;41;40;4;9;8;10;30;0;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;3.7;21.3;8.7;-97;-97;44;52;30;4;9;8;20;30;2;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;3.7;16.7;6.8;-97;-97;44;31;40;7;4;7;20;20;1;0;0;0;0;0;0;24.37958;8
025P;wave2;3;1;0;0;1;1;1;5;16.7;8.7;-97;-97;33;31;30;9;9;7;10;20;0;0;0;0;0;0;0;24.37958;8
025P;wave2;5;1;0;0;1;1;1;6.4;21.3;8.7;-97;-97;33;31;40;4;4;10;20;30;0;0;0;0;0;0;0;24.37958;8
026P;wave2;5;3;0;0;1;1;1;2;9;3.7;-97;-97;39;29;45;4;8;10;10;30;2;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;2;15.7;6.4;-97;-97;31;36;34;4;8;10;20;30;4;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;2.8;12.3;6.4;-97;-97;23;22;34;8;8;8;10;20;2;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;2.8;15.7;5.1;-97;-97;39;29;56;6;6;8;20;40;2;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;3.5;9;6.4;-97;-97;39;29;45;6;6;10;10;30;3;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;3.5;15.7;6.4;-97;-97;23;22;45;4;4;12;20;30;2;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;2;12.3;5.1;-97;-97;31;22;45;6;4;8;20;20;3;1;1;0;0;1;1;14.02656;8
026P;wave2;5;3;0;0;1;1;1;2.8;12.3;6.4;-97;-97;31;29;45;4;4;10;5;40;2;1;1;0;0;1;1;14.02656;8
027P;wave2;1;1;1;0;1;1;1;2;7.6;3.4;29;-97;12;14;5;4;8;10;20;6;1;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;2.8;7.6;2.6;29;-97;15;11;8;6;6;8;20;10;0;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;3.5;4.3;3.4;29;-97;15;11;6;6;6;10;10;6;0;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;2;4.3;1.9;29;-97;15;11;6;4;8;10;10;6;0;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;2.8;6;3.4;29;-97;12;11;6;4;4;10;5;10;0;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;2.8;6;3.4;29;-97;9;8;5;8;8;8;10;3;0;0;0;0;1;0;0;1.5388;8
027P;wave2;1;1;1;0;1;1;1;3.5;7.6;3.4;29;-97;9;8;6;4;4;11;20;6;0;0;0;0;1;0;0;1.5388;8
027P;wave2;5;1;1;0;1;1;1;2;6;2.6;29;-97;12;8;6;6;4;8;20;3;0;0;0;0;1;0;0;1.5388;8
028P;wave1;5;3;0;0;1;1;1;4.5;22;10.3;-97;-97;55;42;63;8;5;7;20;10;3;0;0;0;0;0;0;37.84747;8
028P;wave1;5;3;0;0;1;1;1;7.9;28;13.2;-97;-97;44;42;63;5;5;11;20;15;2;0;0;0;0;0;0;37.84747;8
028P;wave1;5;3;0;0;1;1;1;4.5;28;13.2;-97;-97;55;59;53;5;10;9;20;15;4;0;0;0;0;0;0;37.84747;8
028P;wave1;3;3;0;0;1;1;1;6.2;22;13.2;-97;-97;55;51;63;5;5;9;5;20;2;0;0;0;0;0;0;37.84747;8
028P;wave1;5;3;0;0;1;1;1;4.5;16;7.5;-97;-97;63;51;63;5;10;9;10;15;2;0;0;0;0;0;0;37.84747;8
028P;wave1;5;3;0;0;1;1;1;6.2;28;10.3;-97;-97;63;51;77;8;8;7;20;20;2;0;0;0;0;0;0;37.84747;8
028P;wave1;3;3;0;0;1;1;1;6.2;22;13.2;-97;-97;44;42;53;10;10;7;10;10;2;0;0;0;0;0;0;37.84747;8
028P;wave1;4;3;0;0;1;1;1;7.9;16;13.2;-97;-97;63;51;63;8;8;9;10;15;3;0;0;0;0;0;0;37.84747;8
029P;wave2;5;3;0;0;1;1;1;4.5;13.5;7.4;-97;-97;62;46;77;5;10;9;10;15;1;0;0;1;0;0;0;26.48529;8
029P;wave2;4;3;0;0;1;1;1;4.5;18.5;10.1;-97;-97;50;35;77;7;5;7;20;10;2;0;0;1;0;0;0;26.48529;8
029P;wave2;5;3;0;0;1;1;1;7.9;13.5;12.9;-97;-97;62;46;77;7;7;9;10;15;2;0;0;1;0;0;0;26.48529;8
029P;wave2;5;3;0;0;1;1;1;6.2;18.5;12.9;-97;-97;50;46;77;5;5;9;5;20;1;0;0;1;0;0;0;26.48529;8
029P;wave2;4;3;0;0;1;1;1;7.9;23.6;12.9;-97;-97;37;35;77;5;5;10;20;15;1;0;0;1;0;0;0;26.48529;8
029P;wave2;5;3;0;0;1;1;1;6.2;23.6;10.1;-97;-97;62;46;96;7;7;7;20;20;1;0;0;1;0;0;0;26.48529;8
029P;wave2;5;3;0;0;1;1;1;6.2;18.5;12.9;-97;-97;37;35;58;10;10;7;10;10;1;0;0;1;0;0;0;26.48529;8
029P;wave2;5;3;0;0;1;1;1;4.5;23.6;12.9;-97;-97;50;58;58;5;10;9;20;15;3;0;0;1;0;0;0;26.48529;8
030P;wave2;5;1;0;0;1;1;1;16.3;44.1;17;-97;-97;157;147;124;20;10;6;5;15;2;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;22.4;32;23.3;-97;-97;126;147;124;10;20;9;5;10;1;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;22.4;32;23.3;-97;-97;126;147;99;10;10;6;20;10;3;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;28.6;56.1;17;-97;-97;126;88;124;20;10;8;10;10;1;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;16.3;32;17;-97;-97;94;118;124;15;10;9;20;20;3;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;28.6;44.1;17;-97;-97;94;88;74;10;20;9;10;15;3;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;28.6;56.1;29.7;-97;-97;126;88;124;15;20;6;5;20;3;0;0;1;1;1;1;120.803;8
030P;wave2;5;1;0;0;1;1;1;16.3;32;17;-97;-97;126;147;74;20;20;8;5;20;2;0;0;1;1;1;1;120.803;8
031P;wave2;5;1;0;1;1;1;1;2;5.4;2.9;-97;52;16;19;23;8;8;16;5;20;1;0;0;0;0;1;1;7.376454;8
031P;wave2;5;1;0;1;1;1;1;3.5;9.5;2.9;-97;52;16;12;39;8;4;16;10;10;0;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;3.5;9.5;5;-97;52;16;12;39;6;8;13;5;20;2;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;2.8;5.4;4;-97;52;16;19;39;4;8;19;5;10;0;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;2.8;5.4;4;-97;52;16;19;31;4;4;13;20;10;2;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;3.5;7.4;2.9;-97;52;12;12;23;4;8;19;10;15;2;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;2;7.4;2.9;-97;52;21;19;39;8;4;13;5;15;1;0;0;0;0;1;1;7.376454;8
031P;wave2;4;1;0;1;1;1;1;2;5.4;2.9;-97;52;12;15;39;6;4;19;20;20;2;0;0;0;0;1;1;7.376454;8
032P;wave2;5;1;0;0;1;1;1;20.6;43.7;24.6;-97;-97;73;68;74;10;10;22;20;30;2;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;11.8;34.4;19.4;-97;-97;97;68;74;15;10;15;20;20;3;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;16.2;34.4;24.6;-97;-97;97;91;74;10;10;19;5;40;2;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;16.2;43.7;19.4;-97;-97;121;91;92;15;15;15;20;40;2;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;16.2;34.4;24.6;-97;-97;73;68;55;19;19;15;10;20;2;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;20.6;25;24.6;-97;-97;121;91;74;15;15;19;10;30;3;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;11.8;25;14.1;-97;-97;121;91;74;10;19;19;10;30;2;1;1;0;0;0;0;94.6825;8
032P;wave2;5;1;0;0;1;1;1;11.8;43.7;24.6;-97;-97;97;113;55;10;19;19;20;30;4;1;1;0;0;0;0;94.6825;8
033P;wave2;5;2;0;1;1;1;1;2.8;5.6;2.6;-97;22;17;20;18;4;4;9;20;3;1;0;0;0;0;1;1;4.211267;8
033P;wave2;2;2;0;1;1;1;1;2;7.8;1.9;-97;22;22;20;22;8;4;9;5;6;0;0;0;0;0;1;1;4.211267;8
033P;wave2;2;2;0;1;1;1;1;3.5;9.9;3.4;-97;22;17;12;22;6;8;9;5;10;1;0;0;0;0;1;1;4.211267;8
033P;wave2;2;2;0;1;1;1;1;3.5;9.9;1.9;-97;22;17;12;22;8;4;11;10;3;0;0;0;0;0;1;1;4.211267;8
033P;wave2;4;2;0;1;1;1;1;2;5.6;1.9;-97;22;13;16;22;6;4;13;20;10;1;0;0;0;0;1;1;4.211267;8
033P;wave2;3;2;0;1;1;1;1;2.8;5.6;2.6;-97;22;17;20;22;4;8;13;5;3;0;0;0;0;0;1;1;4.211267;8
033P;wave2;5;2;0;1;1;1;1;2;5.6;1.9;-97;22;17;20;14;8;8;11;5;10;0;0;0;0;0;1;1;4.211267;8
033P;wave2;5;2;0;1;1;1;1;3.5;7.8;1.9;-97;22;13;12;14;4;8;13;10;6;1;0;0;0;0;1;1;4.211267;8
034P;wave2;5;1;0;1;1;1;1;2;5.6;2.6;-97;15;8;10;7;6;6;5;10;6;1;0;0;1;0;0;0;2.927628;8
034P;wave2;5;1;0;1;1;1;1;2;7.2;1.9;-97;15;8;10;9;8;6;5;5;3;1;0;0;1;0;0;0;2.927628;8
034P;wave2;4;1;0;1;1;1;1;2.8;4.1;1.9;-97;15;11;8;11;8;8;3;20;10;1;0;0;1;0;0;0;2.927628;8
034P;wave2;4;1;0;1;1;1;1;3.5;4.1;1.9;-97;15;8;10;9;8;6;3;10;6;2;0;0;1;0;0;0;2.927628;8
034P;wave2;5;1;0;1;1;1;1;2.8;5.6;2.6;-97;15;8;10;7;6;4;4;5;10;1;0;0;1;0;0;0;2.927628;8
034P;wave2;2;1;0;1;1;1;1;2.8;5.6;3.4;-97;15;14;13;11;8;6;5;20;3;2;0;0;1;0;0;0;2.927628;8
034P;wave2;5;1;0;1;1;1;1;3.5;5.6;1.9;-97;15;14;13;11;6;6;5;10;10;0;0;0;1;0;0;0;2.927628;8
034P;wave2;2;1;0;1;1;1;1;2.8;4.1;1.9;-97;15;14;10;11;4;6;4;5;3;2;0;0;1;0;0;0;2.927628;8
035P;pretest;4;3;0;1;1;1;1;2;14;5.9;-97;63;25;23;34;7;3;18;5;7;1;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;3.5;8;7.6;-97;63;25;26;34;7;4;21;5;7;1;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;2.8;8;5.9;-97;63;20;19;29;7;7;21;20;11;2;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;3.5;11;7.6;-97;63;25;23;34;4;3;14;10;7;3;0;0;1;1;0;0;12.386;8
035P;pretest;5;3;0;1;1;1;1;2.8;14;4.3;-97;63;25;23;40;5;7;14;5;7;3;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;2.8;11;4.3;-97;63;29;23;40;5;3;14;10;11;2;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;2;8;7.6;-97;63;25;19;29;4;4;18;20;11;1;0;0;1;1;0;0;12.386;8
035P;pretest;4;3;0;1;1;1;1;2.8;11;4.3;-97;63;25;23;40;4;4;21;20;7;2;0;0;1;1;0;0;12.386;8
036P;wave1;5;3;0;1;1;1;1;2.8;13.4;4.5;-97;58;31;29;22;3;3;13;5;20;1;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;3.5;9.8;4.5;-97;58;36;29;22;4;4;13;10;15;2;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;2.8;13.4;4.5;-97;58;25;24;18;6;6;10;10;10;1;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;2;9.8;2.6;-97;58;36;29;22;3;6;13;10;15;1;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;3.5;9.8;4.5;-97;58;36;29;22;4;4;13;10;15;2;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;2;13.4;3.5;-97;58;31;24;22;4;3;10;20;10;2;0;0;0;0;0;0;10.20669;8
036P;wave1;5;3;0;1;1;1;1;3.5;17.1;4.5;-97;58;25;24;22;3;3;16;20;15;1;0;0;0;0;0;0;10.20669;8
036P;wave1;3;3;0;1;1;1;1;2;17.1;4.5;-97;58;31;33;18;3;6;13;20;15;3;0;0;0;0;0;0;10.20669;8
037P;wave1;5;1;0;1;1;0;1;2.8;-97;5;-97;51;32;-97;24;3;-97;12;5;20;0;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;2;-97;4;-97;51;37;-97;24;3;-97;15;20;10;0;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;2.8;-97;4;-97;51;26;-97;34;5;-97;12;5;15;1;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;2;-97;5;-97;51;26;-97;24;6;-97;9;20;20;2;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;3.5;-97;5;-97;51;37;-97;24;3;-97;15;10;15;2;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;2.8;-97;2.9;-97;51;32;-97;28;5;-97;9;10;10;1;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;3.5;-97;2.9;-97;51;26;-97;34;5;-97;12;20;15;1;0;0;0;0;0;0;8.772743;8
037P;wave1;5;1;0;1;1;0;1;2.8;-97;4;-97;51;32;-97;24;6;-97;9;20;10;1;0;0;0;0;0;0;8.772743;8
038P;wave2;4;1;0;0;1;1;1;2;9.7;3;-97;-97;26;32;50;6;4;5;20;20;4;0;0;0;0;0;0;10.54494;8
038P;wave2;5;1;0;0;1;1;1;2;13.4;3;-97;-97;43;40;50;8;4;3;5;15;3;0;0;0;0;0;0;10.54494;8
038P;wave2;4;1;0;0;1;1;1;3.5;17;5.3;-97;-97;34;24;50;6;8;3;5;20;4;0;0;0;0;0;0;10.54494;8
038P;wave2;5;1;0;0;1;1;1;3.5;13.4;3;-97;-97;26;24;30;4;8;5;10;15;4;0;0;0;0;0;0;10.54494;8
038P;wave2;4;1;0;0;1;1;1;2.8;9.7;4.2;-97;-97;34;40;40;4;4;3;20;10;4;0;0;0;0;0;0;10.54494;8
038P;wave2;5;1;0;0;1;1;1;3.5;17;3;-97;-97;34;24;50;8;4;4;10;10;2;0;0;0;0;0;0;10.54494;8
038P;wave2;4;1;0;0;1;1;1;2;9.7;3;-97;-97;34;40;30;8;8;4;5;20;3;0;0;0;0;0;0;10.54494;8
038P;wave2;5;1;0;0;1;1;1;2.8;9.7;4.2;-97;-97;34;40;50;4;8;5;5;10;2;0;0;0;0;0;0;10.54494;8
039P;wave2;4;3;0;0;1;1;1;24.1;60.8;59.4;-97;-97;103;96;167;10;10;20;20;60;2;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;13.8;34.7;33.9;-97;-97;171;128;167;10;20;17;10;60;2;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;18.9;47.8;59.4;-97;-97;137;128;167;10;10;17;5;90;2;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;18.9;60.8;46.6;-97;-97;171;128;208;15;15;13;20;90;2;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;18.9;47.8;59.4;-97;-97;103;96;125;20;20;13;10;30;2;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;24.1;34.7;59.4;-97;-97;171;128;167;15;15;17;10;60;3;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;13.8;60.8;59.4;-97;-97;137;160;125;10;20;17;20;60;4;0;0;0;0;0;0;102.2839;8
039P;wave2;4;3;0;0;1;1;1;13.8;47.8;46.6;-97;-97;137;96;167;15;10;13;20;30;3;0;0;0;0;0;0;102.2839;8
040P;pretest;5;3;0;0;1;1;1;12.3;44.1;13.6;-97;-97;74;68;100;26;12;19;20;25;4;0;0;0;0;1;1;93.657;8
040P;pretest;5;3;0;0;1;1;1;16.9;44.1;9.9;-97;-97;92;68;119;13;12;16;5;30;4;0;0;0;0;1;1;93.657;8
040P;pretest;5;3;0;0;1;1;1;12.3;25.2;17.4;-97;-97;105;96;100;17;16;12;5;25;4;0;0;0;0;1;1;93.657;8
040P;pretest;5;3;0;0;1;1;1;16.9;34.6;9.9;-97;-97;74;68;119;26;24;12;20;25;4;0;0;0;0;1;1;93.657;8
040P;pretest;5;3;0;0;1;1;1;21.5;44.1;9.9;-97;-97;74;68;138;13;16;16;10;19;4;0;0;0;0;1;1;93.657;8
040P;pretest;4;3;0;0;1;1;1;21.5;25.2;17.4;-97;-97;92;96;119;13;12;12;20;25;4;0;0;0;0;1;1;93.657;8
040P;pretest;3;3;0;0;1;1;1;12.3;44.1;13.6;-97;-97;105;96;138;17;16;16;5;30;4;0;0;0;0;1;1;93.657;8
040P;pretest;5;3;0;0;1;1;1;16.9;34.6;17.4;-97;-97;105;84;100;17;24;19;10;19;4;0;0;0;0;1;1;93.657;8
041P;pretest;5;3;0;1;1;1;1;2.8;14.9;2.9;-97;36;31;28;15;5;7;15;20;6;0;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;2.8;11.7;3.6;-97;36;27;25;11;5;4;15;5;6;2;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;3.5;8.5;2.1;-97;36;22;20;11;8;7;23;5;6;2;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;2;14.9;3.6;-97;36;31;28;15;8;5;23;20;5;2;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;3.5;11.7;2.1;-97;36;22;25;15;4;4;23;10;5;0;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;2;14.9;3.6;-97;36;27;20;11;5;7;19;10;5;1;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;3.5;14.9;2.1;-97;36;31;25;15;8;5;19;10;5;1;0;0;0;0;1;0;6.337;8
041P;pretest;5;3;0;1;1;1;1;2;8.5;2.9;-97;36;31;28;11;4;7;19;10;4;2;0;0;0;0;1;0;6.337;8
042P;pretest;1;3;1;0;1;1;1;2.8;5.8;2.9;64;-97;13;12;14;5;4;16;20;7;1;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;2.8;7.9;2.1;64;-97;17;15;20;3;3;16;20;4;1;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;2;10.1;2.9;64;-97;17;15;17;5;3;13;5;4;0;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;2.8;7.9;2.1;64;-97;19;15;20;3;3;10;10;7;1;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;3.5;5.8;3.6;64;-97;17;17;17;5;3;16;5;4;0;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;2;5.8;3.6;64;-97;17;12;14;3;3;13;20;7;0;0;0;0;0;0;0;4.789;8
042P;pretest;1;3;1;0;1;1;1;3.5;7.9;3.6;64;-97;17;15;17;3;3;10;10;4;2;0;0;0;0;0;0;4.789;8
042P;pretest;5;3;1;0;1;1;1;2.8;10.1;2.1;64;-97;17;15;20;3;4;10;5;4;2;0;0;0;0;0;0;4.789;8
043P;pretest;5;1;0;0;1;1;1;5;11.8;11.2;-97;-97;40;42;31;6;5;11;20;19;2;0;0;0;0;0;0;17.48;8
043P;pretest;5;1;0;0;1;1;1;2.8;20.6;8.8;-97;-97;45;42;36;8;7;14;5;23;2;0;0;0;0;0;0;17.48;8
043P;pretest;5;1;0;0;1;1;1;5;20.6;6.4;-97;-97;32;29;36;6;7;14;10;15;3;0;0;0;0;0;0;17.48;8
043P;pretest;3;1;0;0;1;1;1;2.8;20.6;8.8;-97;-97;32;29;27;11;5;17;20;19;3;0;0;0;0;0;0;17.48;8
043P;pretest;5;1;0;0;1;1;1;3.9;16.2;6.4;-97;-97;32;29;31;11;10;11;20;19;2;0;0;0;0;0;0;17.48;8
043P;pretest;5;1;0;0;1;1;1;3.9;20.6;6.4;-97;-97;40;29;31;6;5;14;5;23;1;0;0;0;0;0;0;17.48;8
043P;pretest;3;1;0;0;1;1;1;2.8;11.8;11.2;-97;-97;45;42;27;8;7;11;5;19;1;0;0;0;0;0;0;17.48;8
043P;pretest;3;1;0;0;1;1;1;3.9;16.2;11.2;-97;-97;45;36;27;8;10;17;10;15;1;0;0;0;0;0;0;17.48;8
044P;wave2;3;2;0;1;1;1;1;2.8;4.9;1.9;-97;34;17;12;18;4;6;8;5;10;2;0;0;0;1;0;0;6.430006;8
044P;wave2;5;2;0;1;1;1;1;2;6.8;2.6;-97;34;10;12;10;6;6;10;10;15;1;0;0;0;1;0;0;6.430006;8
044P;wave2;3;2;0;1;1;1;1;2.8;6.8;3.4;-97;34;17;16;18;8;6;10;20;10;2;0;0;0;1;0;0;6.430006;8
044P;wave2;5;2;0;1;1;1;1;2.8;4.9;1.9;-97;34;13;9;18;8;8;7;20;20;1;0;0;0;1;0;0;6.430006;8
044P;wave2;3;2;0;1;1;1;1;3.5;4.9;1.9;-97;34;10;12;14;8;6;7;10;15;2;0;0;0;1;0;0;6.430006;8
044P;wave2;5;2;0;1;1;1;1;2;8.6;1.9;-97;34;10;12;14;8;6;10;5;10;1;0;0;0;1;0;0;6.430006;8
044P;wave2;5;2;0;1;1;1;1;3.5;6.8;1.9;-97;34;17;16;18;6;6;10;10;20;0;0;0;0;1;0;0;6.430006;8
044P;wave2;5;2;0;1;1;1;1;2.8;6.8;2.6;-97;34;10;12;10;6;4;8;5;20;1;0;0;0;1;0;0;6.430006;8
046P;wave2;5;1;0;0;1;1;1;16.2;29.7;10.1;-97;-97;104;97;109;12;12;20;10;40;0;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;16.2;21.6;10.1;-97;-97;62;77;87;17;12;13;10;30;2;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;12.7;21.6;10.1;-97;-97;104;77;109;8;12;17;5;20;2;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;12.7;21.6;10.1;-97;-97;83;58;109;17;17;13;20;40;1;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;9.3;37.8;10.1;-97;-97;62;77;87;17;12;20;5;20;1;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;9.3;29.7;13.9;-97;-97;62;77;65;12;12;20;10;30;1;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;12.7;29.7;17.6;-97;-97;104;97;109;17;12;20;20;20;2;1;1;1;0;0;0;63.83099;8
046P;wave2;5;1;0;0;1;1;1;12.7;29.7;13.9;-97;-97;62;77;65;12;8;17;5;40;1;1;1;1;0;0;0;63.83099;8
047P;wave3;5;1;0;1;1;1;1;3.5;6.6;3.5;-97;52;24;23;26;6;8;10;10;10;1;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;2;6.6;2.6;-97;52;24;18;21;4;8;10;20;15;0;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;3.5;11.5;3.5;-97;52;15;18;26;8;6;8;5;10;2;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;3.5;9;3.5;-97;52;15;14;16;6;6;12;5;20;1;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;3.5;11.5;4.5;-97;52;20;14;26;6;4;12;20;10;2;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;3.5;11.5;2.6;-97;52;24;23;26;6;8;10;10;20;1;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;2;9;3.5;-97;52;15;18;21;4;4;12;10;15;0;0;0;0;0;0;0;12.3131;8
047P;wave3;5;1;0;1;1;1;1;2;11.5;4.5;-97;52;15;14;21;8;6;8;10;15;1;0;0;0;0;0;0;12.3131;8
048P;wave3;4;3;0;0;1;1;1;2.2;14.3;6.2;-97;-97;32;30;45;4;6;15;20;20;2;0;0;0;0;0;1;14.95696;8
048P;wave3;5;3;0;0;1;1;1;3.1;11.2;4.5;-97;-97;19;18;27;8;8;15;20;20;0;0;0;0;0;0;1;14.95696;8
048P;wave3;4;3;0;0;1;1;1;3.1;8.2;6.2;-97;-97;26;30;45;8;4;10;10;20;0;0;0;0;0;0;1;14.95696;8
048P;wave3;4;3;0;0;1;1;1;3.1;11.2;7.8;-97;-97;19;18;45;6;8;12;10;40;1;0;0;0;0;0;1;14.95696;8
